Volumen,Filename,Fila,Transcripcion,Precio,Observaciones,Salto De Pagina
1,pagina_0069-OCR.json,12,Beltram (Excmo. Sr. D. Felipe) Suplemento  ,,,VERDADERO
1,pagina_0070-OCR.json,1,álas constituciones M.R. Seminario nº Carlos a Salamanca 4º 1784 150 4,4,,FALSO
1,pagina_0070-OCR.json,2,Beltrani (M. Francisci) Comment. indib. quartum et quintum Ant. Tebaisenii 8º 1576 Compluti 6,6,,VERDADERO
1,pagina_0070-OCR.json,3,Bembo (M. Pietro) Historia Vinitiana 4º 1552 186 15,15,,VERDADERO
1,pagina_0070-OCR.json,4,Yd. Rinne 12º Sinegia 1570 4,4,,VERDADERO
1,pagina_0070-OCR.json,5,Yd. Ri Asolani 16º ibid 1560 4,4,,VERDADERO
1,pagina_0070-OCR.json,6,Bembie (Petri) Epistolaxum lib. 8. diog. 1598 6 6,6,,VERDADERO
1,pagina_0070-OCR.json,7,Benavente (D. Jo.) Tractatus a Penitentiis 4º Salmanicae 1500 38 15,15,,VERDADERO
1,pagina_0070-OCR.json,8,Eiud. Jo. 4º Compluti 1526 39 12,12,,VERDADERO
1,pagina_0070-OCR.json,9,"Benavente y Benavides (D. Cantoval) Advertencia para Reyes, Principes, y Embajadores 4º Madrid 1643 309 26",26,,VERDADERO
1,pagina_0070-OCR.json,10,Benavides (Marcos Atantua) Retratos de los Jurisconsultos fol. Roma 1566 86 30,30,,VERDADERO
1,pagina_0070-OCR.json,11,Benavides (Jo) Compendium Juris Civilis 4º Almeriac 1718 361 6,6,,VERDADERO
1,pagina_0070-OCR.json,12,Benedictus XIV De Sinodo Diocesano libri tredecim 4º 2 Matriti 1771 201 24,24,,VERDADERO
1,pagina_0070-OCR.json,13,Eiud. Litterae Apostolicae ad Prael. Ferdinandi VI 4º Matriti 1757 273 8,8,,VERDADERO
1,pagina_0071-OCR.json,1,F. Pastoral Institutiones Ecclesiasticae traducidas por Rauclin 4º 2 tom. Mad. 1761 c.º 18 24,24,,FALSO
1,pagina_0071-OCR.json,2,F. otro exemplar Institutiones Ecclesiasticae 4º 2 tom. ibid 1787 24,24,,VERDADERO
1,pagina_0071-OCR.json,3,Eiusd. De S. Missa Sacrificio Comment. 4º Leboy 1752 N.º 23 18,18,,VERDADERO
1,pagina_0071-OCR.json,4,"Benengeli (Cide Hamete) Adiciones à la Historia de D. Quijote traducida del Arábigo por D. Jacinto Delgado 8º Madrid quadruplicado en pergamino, y f. en Pasta Num. 214 y 193 28",28,,VERDADERO
1,pagina_0071-OCR.json,5,Bening (Jacobus) De privilegiis Jurisconsultorum 4º Romae 1585 N. 270 10,10,,VERDADERO
1,pagina_0071-OCR.json,6,Bentivollo (Cardenal) Suy relaciones publicadas por Puccano 4º Napoli 1631 Num.º 135 18,18,,VERDADERO
1,pagina_0071-OCR.json,7,Berardi (Carolus Sebastianus) Comment. in Jus Ecclesiasticum 4º Paris 4 tom. 2 volumina taurini 1776 N. 292 108,108,,VERDADERO
1,pagina_0071-OCR.json,8,Eiusd. Institutiones Juris Ecclesiastici 8º maior 2 tom. Augustae Taurinorum 1752 N.º 260 16,16,,VERDADERO
1,pagina_0071-OCR.json,9,Eiusd. In Gratiani Canonum interpretatio fol. 4 tom. ibid. cod. Ann. N. 332 170,170,,VERDADERO
1,pagina_0071-OCR.json,10,Bezant (Gabriel) Speculum Visitationum minorum Magistratum fol. Baranone 1627 N. 296 15,15,,VERDADERO
1,pagina_0071-OCR.json,11,Bercillomy (Jacoby) De Jure Venetiae 8º 1722 N. 4 12,12,,VERDADERO
1,pagina_0072-OCR.json,1,Bedmar o Espinosa (Dn Ygnacio) Derechos a los Condes de Denavente a la gran deza aprimera clase fol. etad. 1753 N. 219 12,12,,FALSO
1,pagina_0072-OCR.json,2,"Berganza (Fr. Francisco) Ferreras, convencido 4º Madrid 1729. N. 125 12",12,,VERDADERO
1,pagina_0072-OCR.json,3,Berganza (Fr. Francisco) Yd. Antiguedades de España y del Monasterio de S. Pedro de Odeña fol. 2 tom. Mad. 1719. N. 133 54,54,,VERDADERO
1,pagina_0072-OCR.json,4,Berganza (Fr. Francisco) Yd. da 2ª parte de ha obra fol. ibid 1721. Atad 32 8,8,,VERDADERO
1,pagina_0072-OCR.json,5,Berganza y Salzedo (Dn Sebastian) Ideas Apolo 4º Mad. 1663. N. 20 15,15,,VERDADERO
1,pagina_0072-OCR.json,6,Bergazae (Francisci) Grammatica Linguae Graecae 4º N. 283 6,6,,VERDADERO
1,pagina_0072-OCR.json,7,"Berger (Jo Enrrici) Electa Processus executivi possessionis, Provocatorii, etcita trinomiali cum supplemento 4º Lipsiae. 1729. N. 247 24",24,,VERDADERO
1,pagina_0072-OCR.json,8,Berger (Jo Enrrici) Yd. De Jure Fisci et in integrum restitutionibus cum accessione opusculo xum Academicorum Eiud. etuct. 4º ibid cod. Ann. N. 282 12,12,,VERDADERO
1,pagina_0072-OCR.json,9,Berger (Jo Enrrici) Eiud. Commentaria Historica et Juridica de Personis vulgo Marcax 4º Francofurt 1723. fig. N. 79 36,36,,VERDADERO
1,pagina_0072-OCR.json,10,Bergier (M. L. Abbé) Traité Historique et Dogmatique sur la Vraie Religion. 12º 12 tom. Paris. 1784. Runti N. 129 134,134,,VERDADERO
1,pagina_0072-OCR.json,11,Bergier (M. L. Abbé) Id. Le Déisme réfuté par lui même 12º Pasta Paris. 1774. N. 104 12,12,,VERDADERO
1,pagina_0073-OCR.json,1,Yd. La certitude des preuves du Christianisme 8º 2 tomos ruit. ibid 1773 N. 162 20,20,,FALSO
1,pagina_0073-OCR.json,2,Yd. examen du Fatalisme 12º Pasta Ibid 1757 N. 319 3 volum. 36,36,,VERDADERO
1,pagina_0073-OCR.json,3,Yd. examen du Materialisme 12º Pasta 2 tom. ibid 1772 cod N. 22,22,,VERDADERO
1,pagina_0073-OCR.json,4,Yd. apologie de la Religion chretienne 12º Parta. 2 tom. ibid 1769 cod N. 24,24,,VERDADERO
1,pagina_0073-OCR.json,5,Bergier (Nicolas) Histoire des Grands chemins 4º 2 tom. fig. Bruxelles 1736 N. 77 150,150,,VERDADERO
1,pagina_0073-OCR.json,6,Beano (Miguel) Sur Poemas traducidos por Anacreonte 4º Mad. 1610 e N. 33 12,12,,VERDADERO
1,pagina_0073-OCR.json,7,Bocaluci (Jo. Antonii) Adagia selecta 8º Coloniae Allobrog. 1632 N. 317 12,12,,VERDADERO
1,pagina_0073-OCR.json,8,Bermudez de Pedraza (Licent. Fran.) Arte legal para estudiar la Jurisprudencia 4º Salamanca 1612 N. 258 12,12,,VERDADERO
1,pagina_0073-OCR.json,9,Yd. Historia Eclesiastica y procesos a la Ciudad de Granada folio Madrid 1639 N. 143 26,26,,VERDADERO
1,pagina_0073-OCR.json,10,Bernad (Dn. Fran.) Arte de andar a Caballo 4º fig. Madrid 1757 N. 299 20,20,,VERDADERO
1,pagina_0073-OCR.json,11,Bernal Diaz del Caso (D. D. Juan) Aviso de Cura 8º Valladolid 1543 N. 191 18,18,,VERDADERO
1,pagina_0073-OCR.json,12,Bernal (Mr. Vital) Le miroir des chanoines 8º Paris 1630 Etat 16 6,6,,VERDADERO
1,pagina_0073-OCR.json,13,Bernardi Valentini (Michaelis) Historia literaria 4º Gissae hassoium 1708 N. 56 12,12,,VERDADERO
1,pagina_0074-OCR.json,1,Bernardus (Sylberius) De Jure Patronatus 4º Barcinone 1613 N. 280 12,12,,FALSO
1,pagina_0074-OCR.json,2,Bernarty (Joa) De immilitate legende Historica 12º Antuerpiae 1593 N. 303 8,8,,VERDADERO
1,pagina_0074-OCR.json,3,Ejusd. Commentarius ad P. Statii Papini Silvarum Libros 12. 1599 aetatis 13 6,6,,VERDADERO
1,pagina_0074-OCR.json,4,Berreggexi (Mathiae) in C. Suetonium tranqulium Diatribe 8º Argentor 1632 N. 90 12,12,,VERDADERO
1,pagina_0074-OCR.json,5,"Beami, y Català (D. D. Joseph) Privilegios a los Abogados 4º Pasta Blanc. Palencia 1764 N. 258 8",8,,VERDADERO
1,pagina_0074-OCR.json,6,"Id. Resumen de los privilegios, y prerrogativas a los Abogados 4º ibid. N. 281 6",6,,VERDADERO
1,pagina_0074-OCR.json,7,Id. Disertacion en defensa del Rey D. Pedro el Justiciero en España fol. Purt. Valencia 1777 N. 153 3,3,,VERDADERO
1,pagina_0074-OCR.json,8,"Id. Instituta Civil, y Real 4º ibid. 1744 N. 18 6",6,,VERDADERO
1,pagina_0074-OCR.json,9,Id. Apuntamientos sobre las Leyes de Partida fol. 3 tom. Valencia 1759 N. 233 110,110,,VERDADERO
1,pagina_0074-OCR.json,10,Id. Practica Criminal 8º ibid. 1765 N. 192 5,5,,VERDADERO
1,pagina_0074-OCR.json,11,"Id. Creacion, antiguedad, y privilegios de los Titulos de Castilla fol. Pasta ibid. 1769 N. 196 85",85,,VERDADERO
1,pagina_0075-OCR.json,1,Ley y la Recopilación de Castilla 4.ª Parte ibid 1760. N. 280 4,4,,FALSO
1,pagina_0075-OCR.json,2,Beroaldi (Philp) dudus oratorius 8.º Lugd. 1612. N.º 19 5,5,,VERDADERO
1,pagina_0075-OCR.json,3,Berri (diz. Luis) minas de Indias que benefició. fol. Mexico 1643. N.º 86 15,15,,VERDADERO
1,pagina_0075-OCR.json,4,Berruguete (Dn. Pedro) Tractatus de Vera forma et ille modo judicandi 4.º Salamant. 1624. N. 281 6,6,,VERDADERO
1,pagina_0075-OCR.json,5,Berthault (Petri) Florug Gallici 12.º Lugd. 1675. N. 74 Parte 12,12,,VERDADERO
1,pagina_0075-OCR.json,6,Ejusd. Cavalium bis recupertarum metricæ descriptionem 8.º Parisiis 1635. N.º 3 6,6,,VERDADERO
1,pagina_0075-OCR.json,7,Berti (Juan Lorenzo) Compendio de la Historia Eclesiástica traducido al Castellano por D. Gordiano Frai 4.º 4 tom. Mad. 1736. N. 303 44,44,,VERDADERO
1,pagina_0075-OCR.json,8,"Bertola (Dn. Jorge) Las noches clementinas traducidas libremente al Francés por el Marqués de Caraciolo, y de este a nuestro Idioma por Nipho 8.º 2 tom. Pasta Mad 1785 N. 193 16",16,,VERDADERO
1,pagina_0075-OCR.json,9,Bertrami (Bonaventurae Corneli) Compassio Hebraicæ et Arabicæ linguarum 4.º 1574. N 161 24,24,,VERDADERO
1,pagina_0075-OCR.json,10,Ejusd. Republica Hebreorum 12.º Lugd. Batav. 1641. N 50 15,15,,VERDADERO
1,pagina_0076-OCR.json,1,Bertán (Eocemo S. D. Felipe) Cartas Pastorales 4º Pasta 2 tom. 1 volum. Mad 1783 N. 290 20,20,,FALSO
1,pagina_0076-OCR.json,2,"Id. Constituciones al Real Seminario de S. Carlos. 4º menor Pasta el mismo Aug. An, y N. 12",12,,VERDADERO
1,pagina_0076-OCR.json,3,Desoldo (Christophori) Disertatio de addiscenda et exercenda Jurisprudentia cuius titulus Templum Justitiae 4º Tubingae 1616 N. 230 10,10,,VERDADERO
1,pagina_0076-OCR.json,4,Eiusd. Sinopsij Politica 12º Amstelodami 1643 N. 72 8,8,,VERDADERO
1,pagina_0076-OCR.json,5,Eiusd. Opus Politici varii Philosophici et Juridici digressionibus illustratio 4º 3 tom. Argentorati 1641 N. 226 54,54,,VERDADERO
1,pagina_0076-OCR.json,6,Eiusd. Dissertationes Somnopoliticae 4º Tubingae 1617 N. 307 12,12,,VERDADERO
1,pagina_0076-OCR.json,7,But. (Guilhelmi) Ratio Emendadi Leges 8º Ultrajecti 1707 N. 227 6,6,,VERDADERO
1,pagina_0076-OCR.json,8,Beuchen (Cornelii) Bibliographia Historica Chronologica et Geographica 12º Amstelaedami 1685 N. 114 10,10,,VERDADERO
1,pagina_0076-OCR.json,9,Deuter (D. Pedro Ant.) Crónica General de España fol. Valencia 1604 N. 152 tom 2 54,54,,VERDADERO
1,pagina_0076-OCR.json,10,Beyer (Georgii) Deliniatio Juris Civilis secundum Pandectarum ordinem 4º Lipsiae 1711 Nº 247 20,20,,VERDADERO
1,pagina_0077-OCR.json,1,Eiusd. id. ibid. cod. etrn. et N. 14,14,,FALSO
1,pagina_0077-OCR.json,2,Eiusd. Noticia Auct. Iuris dicor. 8° ibid 1749. N° 281. 6,6,,VERDADERO
1,pagina_0077-OCR.json,3,Eiusd. Delineatio Iuris Feudalij 4° ibid 1711. N° 247. 10,10,,VERDADERO
1,pagina_0077-OCR.json,4,Id. Noticia Actorum Iuridicorum 12° dup. ibid 1726. N.105. 14,14,,VERDADERO
1,pagina_0077-OCR.json,5,Biblia Sacra Hebraice et Graece cum latine interlineari interpretatione Pagnini et Benedicti Arias Montano. folio Antwerp. 1584 N° 96. 240,240,,VERDADERO
1,pagina_0077-OCR.json,6,Ead Latina 4° Pasta Venetijs duplicata 1487. et 1498. N° 300. 100 Estas tres Biblias van en el Catálogo de los libros del Siglo 1º a la Imprenta,100,,VERDADERO
1,pagina_0077-OCR.json,7,Ead. ibid. fol. Pasta 1478. N° 298. 75,75,,VERDADERO
1,pagina_0077-OCR.json,8,Ead. ex editione Brixii Waltonii cum Lexicon Castelli folio Pasta 8 tom. Londini 1657. N° 284. 2100,2100,,VERDADERO
1,pagina_0077-OCR.json,9,Ead. cum Notis J.B. Duhamelii Pasta folio 2 tom. Matriti 1767. N° 96. 220,220,,VERDADERO
1,pagina_0077-OCR.json,10,Ead. Vulgata Editionis Sixti V fol. Romae 1592. N° 53. 180,180,,VERDADERO
1,pagina_0077-OCR.json,11,Ead fol. Pasta Norimbergae 1477. N° 284. 360 Esta Biblia pertenece a los libros del Siglo 1º a la Imprenta,360,,VERDADERO
1,pagina_0078-OCR.json,1,Ead cum duplici tramlatione et Seolij Franc. Databili fol. 2 tom. Salmant. 1584 N97 60,60,,FALSO
1,pagina_0078-OCR.json,2,Biblioteca annal para utilidad a libreria y dixexato 8º Mad. 1777 N214 2,2,,VERDADERO
1,pagina_0078-OCR.json,3,Yt. Pontificia 4º Lugduni 1643 N.110 Pat. 18,18,,VERDADERO
1,pagina_0078-OCR.json,4,Yt. Tuanæ avaxij concip- tæ pars prima 8º mai. Pari 8º maiori 1679. At 33 6,6,,VERDADERO
1,pagina_0078-OCR.json,5,Yt. Apostolica Vaticana 4º Ro: mal 1591. N110 34,34,,VERDADERO
1,pagina_0078-OCR.json,6,Yt Hispanica et variis co. way: pta autoxiby 4º Francofurti 1608. N.230 24,24,,VERDADERO
1,pagina_0078-OCR.json,7,Yt Exechroniana 12º Haagæ comit. 1708. N105 12,12,,VERDADERO
1,pagina_0078-OCR.json,8,Yt Juris imperxamtionum 4º Norimbergæ 1727. N310 18,18,,VERDADERO
1,pagina_0078-OCR.json,9,Yt Hoopiana 8º 1784. N150 8,8,,VERDADERO
1,pagina_0078-OCR.json,10,Yt Albeiici Cardinalis archivii 12º Romæ 1760 N.114 6,6,,VERDADERO
1,pagina_0078-OCR.json,11,Yt Janseniste: en francey 12º 2 volum. Bruxely 1744 N83 18,18,,VERDADERO
1,pagina_0078-OCR.json,12,Yt Ouxicuse et instructive 12º 2 tom. in volum. Treboy. 1704 N.114 París 12,12,,VERDADERO
1,pagina_0078-OCR.json,13,Yt. Militaire 8º Pat. 2 tom. Franfort. 1743. à cod 31 8,8,,VERDADERO
1,pagina_0078-OCR.json,14,Bidermani (Jacobi) Epigrammatum liber 3. 0,,,VERDADERO
1,pagina_0079-OCR.json,0,6º Pasta Antuerp. 1620 Atad 27,10,,FALSO
1,pagina_0079-OCR.json,1,Bie (Jacques) Les Vrais Portraits des Rois de France augmentés de Nouveaux Portraits fol. Paris 1636 Nº 96 75,75,,VERDADERO
1,pagina_0079-OCR.json,2,"Biefeld (El Daxon de) Instruccion, Poetica traducida al Castellano por Dn Domingo de la Torre y Atolli medio 4° Madrid 1767 N. 19 75",75,,VERDADERO
1,pagina_0079-OCR.json,3,Bierlinguis (Fredericus Guillelmus) Pyxaronismo historico 8° Lipsiae 1724 Nº 62 12,12,,VERDADERO
1,pagina_0079-OCR.json,4,Dilfingery (Georgius) De anatomia animi et corporis humani commentarii breviter aucta 8° Francofurti 1735 Atad 13 8,8,,VERDADERO
1,pagina_0079-OCR.json,5,Dilfingery (Georgius) Eiusd. Politica et Moralia veterum Scriptorum 8° ibid. eod. Ann. et N. 8,8,,VERDADERO
1,pagina_0079-OCR.json,6,Dillet (Dr Pedro Pablo) Grammatica Francese 8° Mad. 1708 Nº 73 6,6,,VERDADERO
1,pagina_0079-OCR.json,7,Bing (El Almirante) Su testamento Politico traducido del Francés por Rato 8° Valencia 1780 Nº 318 8,8,,VERDADERO
1,pagina_0079-OCR.json,8,Bixago (Gio Battista) Delle sollevazioni di Stato accadute nei nostri tempi 4° Venetia 1653 Nº 307 6,6,,VERDADERO
1,pagina_0080-OCR.json,1,Eiusd. Apologia Hispanica adversus Unitariae rebellionem 4º en latin e italiano Ant. Vindelicox 1644 307 6,6,,FALSO
1,pagina_0080-OCR.json,2,Biscardi (Seraphim) De Jure Fici circa marem motum 4º Neapoli 1697 292 8,8,,VERDADERO
1,pagina_0080-OCR.json,3,Eiusd. Epistola pro Filipo V jure ad universam monarchiam Hispanicam 4º Neapoli 1703 307 6,6,,VERDADERO
1,pagina_0080-OCR.json,4,"Disve, yvidal (Fructuoso) tratado sobze si son licitas las Comedias 8º Daxce lona 1618 80 6",6,,VERDADERO
1,pagina_0080-OCR.json,5,Diticii Jo (Mercerii) observationes Juris Civilis 8º Bituricis 1573 249 4,4,,VERDADERO
1,pagina_0080-OCR.json,6,Disse (Jo) Respublicae Romanae ortus et interitus 8º Par. blanc. Dilinoe 1664 126 14,14,,VERDADERO
1,pagina_0080-OCR.json,7,Bizot (Mr.) Histoire metalique de la Republique de Hollande fol. Paris 1687 75 95,95,,VERDADERO
1,pagina_0080-OCR.json,8,Blackstone (Mr.) Commentaries sur les Loix Angloises 8º 6 Bruxelles 1774 291 108,108,,VERDADERO
1,pagina_0081-OCR.json,1,Brackwallii (Antonii D.) Praetantia clasicorum Auctorum 4° Lipsiae 1735 N. 67 18,18,,FALSO
1,pagina_0081-OCR.json,2,Blanca (Hieronimi) Aragonienrum re-zum Commentarii fol. mai Caesaraugust. 1588. N. 141 50,50,,VERDADERO
1,pagina_0081-OCR.json,3,Id. Modo expoceder en Corte y Aragon. 4° Madrid 1641. N145 12,12,,VERDADERO
1,pagina_0081-OCR.json,4,Id. Inscriptiones latinas à los Retratos de los Reyes de Sobrarbe y Aragon 4°. Zaragoza 1680 - No 145 18,18,,VERDADERO
1,pagina_0081-OCR.json,5,Id. Coronaciones de los Serenísimos Reyes de Aragon 4° ibid 1641. No 145 16,16,,VERDADERO
1,pagina_0081-OCR.json,6,"Blancharo (El Abate) Escuela de costumbres, ó reflexiones Morales, escrita en Francés, y traducida al castellano por Garcia Mialo 8° 4 tom. Pasta Mad 1786. No 193 40",40,,VERDADERO
1,pagina_0081-OCR.json,7,Blancus (D. Marcy Ant.) De compromisij faciendi inter Conjunctos 12° Venet. 1588. No 250 8,8,,VERDADERO
1,pagina_0081-OCR.json,8,Blasco (Fran. Fernandez) Vida de Christo en metro Castellano 4° Toledo 1589. N 13 24,24,,VERDADERO
1,pagina_0081-OCR.json,9,Blasco de Lamiza (D. Vincentii) Peristephanon seu de Coronis Sanctorum Eta convenium 8° caesaraugustae 1623. Atad. 30 6,6,,VERDADERO
1,pagina_0082-OCR.json,1,Blazquez (Mayoralgo D. Juan) Perfecta razon & Estado contra los Politicos 4º Mexico 1646. N° 263 15,15,,FALSO
1,pagina_0082-OCR.json,2,Bleau Atlas Maior 10 tom. Marca Imperial con laminas iluminadas Amsterdam desde el 1652 al 68 N° 74 3000,3000,,VERDADERO
1,pagina_0082-OCR.json,3,Bleda (Fr. Jacobi) Defensio Fidei 4º Valentiae 1610. N° 124 24,24,,VERDADERO
1,pagina_0082-OCR.json,4,Bleda (Fr. Jacobi) Chronica de los Moros & España fol. ibid 1618. N° 133 85,85,,VERDADERO
1,pagina_0082-OCR.json,5,Blondel (Mr.) L'artre a jeter les bombes 12º Haye 1685 Atad 15 10,10,,VERDADERO
1,pagina_0082-OCR.json,6,Blount (Thomas Pope) Censura Celebriorum etuctorum 4º Genevae 1694. N.45 Part 40,40,,VERDADERO
1,pagina_0082-OCR.json,7,Blount (Carolus) Constitutiones Sancti Apostolorum cum ipsius scholiis 12º N° 228 4,4,,VERDADERO
1,pagina_0082-OCR.json,8,Bobilli (Carolus) De Philosophia et Mathematica tract. fol. fig. Ambian. 1509. N. 187 36,36,,VERDADERO
1,pagina_0082-OCR.json,9,Boditeau (Pedro) Tratado del Mundo sobre la miseria del hombre 12º Valladolid 1585 Atad 17º 6,6,,VERDADERO
1,pagina_0082-OCR.json,10,Bocacio (Juan) Caída de Príncipes traducido al Español por D. Pedro López de Ayala fol. men. Alcalá 1552. N° 16 90,90,,VERDADERO
1,pagina_0083-OCR.json,1,Fiametta Ya. Fiametta 4º Venetia 1491. Este libro de la Fiametta va en el catálogo a los del siglo 1º a la Imprenta (Número 30) 30,30,,FALSO
1,pagina_0083-OCR.json,2,Doca negra (Ilmo Dn. Francisco Alessandro) Susermones 8º 2 tomos. Sant. Mad 1773. Num. 201. 24,24,,VERDADERO
1,pagina_0083-OCR.json,3,Deltran Notas Sermones 4º Granada 1767. N. 194. 16,16,,VERDADERO
1,pagina_0083-OCR.json,4,Docexy (Henrriquy) De bello et Duello 8º Rubinoae 1616. N. 62. 6,6,,VERDADERO
1,pagina_0083-OCR.json,5,Docti (Achilly) Questiones Simbolicae 4º Bono. mae 1574 N° 13. 24,24,,VERDADERO
1,pagina_0083-OCR.json,6,Docalim (Trasano) Pietra del Parangone politico 12º fig. Pasta blanc. Cosmopoli 1675. N° 314. 6,6,,VERDADERO
1,pagina_0083-OCR.json,7,Ducumos Polinicos y avisos del Parnaso traducidos al Castellano por Fernando Perez de Sousa 4º 2 tom. dup. Mad. 1754 y 1640 N. 18. 26,26,,VERDADERO
1,pagina_0083-OCR.json,8,Anónimo Vocabulario Eclesiastico fol. Mad 1770 N 53. 20,20,,VERDADERO
1,pagina_0083-OCR.json,9,Dodin (Charley) Discurs. contra los Duels 8º Paris 1618. N° 84. 8,8,,VERDADERO
1,pagina_0083-OCR.json,10,Dodini (Jo) Methodus ad facilem Historiarum cognitionem 12º Argentorati 1627. N° 314. 6,6,,VERDADERO
1,pagina_0083-OCR.json,11,Dodini (Jo) De Republica. fol. Parisij 1586. N° 151. 60,60,,VERDADERO
1,pagina_0083-OCR.json,12,Dodini (Jo) Y traducido al Castellano por Gaspar de Anastro fol. tuxin. 1590 N° 9. 50,50,,VERDADERO
1,pagina_0083-OCR.json,13,Dodleri (Jo Enxxii) Disertations Academicae 8º Argentorati 1658. N. 101. 20,20,,VERDADERO
1,pagina_0084-OCR.json,1,Yd. Deratione Status 12º Arjen toxati 1674. N° 72 6 38,6,,FALSO
1,pagina_0084-OCR.json,2,Eiusd. Historia Schola Principum 4º ibid 1640 N° 125 12 38,12,,VERDADERO
1,pagina_0084-OCR.json,3,Yd. arrebus Saeculi à christo nato 4º ibid 1656 N° 79 12 38,12,,VERDADERO
1,pagina_0084-OCR.json,4,Eiusd. Noticia Sac. R. Ymp. Germanic. 4º ibid 1670 N° 89 15 38,15,,VERDADERO
1,pagina_0084-OCR.json,5,Eiusd. Exertitatio prima in Flavii Josephi Antiquitates Judaicas 4º ibid 1642 N° 90 12 38,12,,VERDADERO
1,pagina_0084-OCR.json,6,Eiusd. In Hugoni Scotii jure belli ac pacis commentatio. 12º 2tom. Aix-gentatoi 1704 N° 315 20 38,20,,VERDADERO
1,pagina_0084-OCR.json,7,Boemius (Jo) De omnium Gentium moribus 8º Lugduni 1596. N° 60 6 38,6,,VERDADERO
1,pagina_0084-OCR.json,8,Eiusd. Orbis terrarum Epitome 8º Papiae 1596. cA. mmm 6 38,6,,VERDADERO
1,pagina_0084-OCR.json,9,Boheme Methodus dicendi Artem Medica 8º Londini 1744. ætad 24 12 38,12,,VERDADERO
1,pagina_0084-OCR.json,10,Dohetius (Antonius Stanley torquatus) De Consolatione 4º Se N° 12 18 38,18,,VERDADERO
1,pagina_0084-OCR.json,11,Traducido a ruego al Condeable Rui Lopez fol. Ms. con señas extra en original N° 10 75 38,75,,VERDADERO
1,pagina_0084-OCR.json,12,Et Quintilianus a Disciplina Scholarium cum comment. 4º Lugd. 1801. N° 30 24 38,24,,VERDADERO
1,pagina_0084-OCR.json,13,Yd. De consolatione De officio Dicipulorum ,,,VERDADERO
1,pagina_0085-OCR.json,1,pulorum et a Scholaxium Disciplina cum comment. Divi Thomae et Ascensius 4° Pasta mxd. Lugd. 1501. N° 30 24,24,,FALSO
1,pagina_0085-OCR.json,2,Bohmeii (Just) Commentarii ad Iustinianea Juxta institutiones 8° Hallae Magdeburg 1719 N. 248 12,12,,VERDADERO
1,pagina_0085-OCR.json,3,Eiusd. Introductio in jus digestorum 8° ibid. 1714 N. 249 15,15,,VERDADERO
1,pagina_0085-OCR.json,4,Boileau (Jacobi) Historia Confessionis auxiliaris 8° Lutetiae Parisiorum 1684 N. 127 14,14,,VERDADERO
1,pagina_0085-OCR.json,5,Boileau (Nicolas) Arte poetica traducida al castellano por Carbonel 4° Valentia 1787 N. 51 duplicado 18,18,,VERDADERO
1,pagina_0085-OCR.json,6,Boissat (Pierre) Le Brillant à la Royne ou vie des hommes illustres del nom de medici 8° Lyon 1663 N. 190 12,12,https://books.google.es/books/about/Le_brillant_de_la_royne_ou_Les_vies_des.html?id=AbSCzzQWWMAC&redir_esc=y,VERDADERO
1,pagina_0085-OCR.json,7,Bolduani (Pauli) Elenchus Scriptorum Philosophicorum 9 Rnae. 4° 1616 N. 67 24,24,,VERDADERO
1,pagina_0085-OCR.json,8,Bolue (Jacobus) De Ecclesia ante legem 8° Fonte Bellague 1626 N. 127 10,10,,VERDADERO
1,pagina_0085-OCR.json,9,Bolexo (De Didaci) Tractatus de Coccione dextrorum Fiscalium fol. Pap. L grand. 1675 N. 255 36,36,,VERDADERO
1,pagina_0085-OCR.json,10,Bolero y Muñoz (Dr Joseph Manuel) Apologia por los tribunales Reales contra los de Inquisicion 30,30,,VERDADERO
1,pagina_0085-OCR.json,11,Bolzami (Sibani) Grammaticae institutiones ad linguam Graec. 8° Venetiis 1560 N. 126 10,10,,VERDADERO
1,pagina_0085-OCR.json,12,Bombini (Pauli) Schebiaxi rerum hispanicarum 4° Venetiis 1634 N. 124 10,10,,VERDADERO
1,pagina_0085-OCR.json,13,Bonaxcii (Cleix) Amphitheatrum honoris,,,VERDADERO
1,pagina_0086-OCR.json,0,quo Calvinistarum in Societatem criminationes jugulatae 4° Neapoli 1605 N 309,12,,FALSO
1,pagina_0086-OCR.json,1,Bondia (de Ambrosio) Triunfo de la Verdad sobre la censura a la Eloquentia 8º Madrid 1649 N. 94 6,6,,VERDADERO
1,pagina_0086-OCR.json,2,Bonells (D. D. Jaime) Perjuicios a poner los Niños en el Alma 8º Madrid 1786 N. 192 8,8,,VERDADERO
1,pagina_0086-OCR.json,3,Bonet (Juan Pablo) Reducción de la Letra y Arte para enseñar a hablar a los niños mudos 4º Madrid 1620 N. 145 24,24,,VERDADERO
1,pagina_0086-OCR.json,4,"Bonet (D. Pedro) Práctica e Instrucción de Hacer, y pretender 4º 2 Pasta Mad. 1786 N. 229 32",32,,VERDADERO
1,pagina_0086-OCR.json,5,Boneta (Fr. Joseph) Gracias a la Gracia 8º Madrid 1787 N. 262 4,4,,VERDADERO
1,pagina_0086-OCR.json,6,Bonium (Rey de Persia) Bocados 4º Valladolid 1527 N. 19 30,30,,VERDADERO
1,pagina_0086-OCR.json,7,Bononia (D. Antonius) De immunitate Ecclesiasticorum folio Panormi 1664 N. 298 10,10,,VERDADERO
